,topico,tema,enunciado,resposta_certa,explicacao,id
645,tópico 3,"Visualização de dados ggplot, matplotlib","Questão:
A visualização de dados é uma componente fundamental na análise de dados, fornecendo uma forma gráfica de apresentar informações complexas de forma clara e eficaz. Em relação às bibliotecas ggplot (R) e matplotlib (Python), que são frequentemente utilizadas para a criação de gráficos estatísticos, é correto afirmar que:

A) O ggplot baseia-se na Grammar of Graphics, o que significa que cada elemento do gráfico é mapeado a partir de uma variável de um conjunto de dados, e a composição do gráfico se dá pela adição de camadas.
B) A biblioteca matplotlib não permite a criação de gráficos em camadas, dificultando a personalização e a adição de elementos como anotações e linhas de tendência.
C) Ggplot e matplotlib são exclusivos de suas respectivas linguagens e não podem ser integrados com outras bibliotecas gráficas ou através de plataformas externas como o Jupyter Notebook.
D) O matplotlib possui uma sintaxe mais simples e intuitiva em comparação ao ggplot, o que geralmente torna a curva de aprendizado para a criação de gráficos avançados mais acessível para iniciantes.
E) Uma limitação do ggplot é a incapacidade de criar gráficos tridimensionais (3D), enquanto o matplotlib suporta essa funcionalidade nativamente, sem a necessidade de plugins ou bibliotecas adicionais.

",A,"

Explicação dos itens:

A) Esta opção é correta. O ggplot2, um pacote do R, é baseado na 'Grammar of Graphics', que oferece uma abordagem sistemática para a construção de gráficos, onde cada elemento de um gráfico corresponde a uma variável e é adicionado em camadas.

B) A afirmação é incorreta. Matplotlib permite sim a criação de gráficos em camadas, e é possível personalizar praticamente qualquer elemento do gráfico, como adicionar anotações e linhas de tendência.

C) Esta opção é incorreta. Tanto ggplot (no R) quanto matplotlib (no Python) podem ser integrados com outras bibliotecas gráficas e plataformas, como o Jupyter Notebook, permitindo a visualização interativa de gráficos em ambientes de notebooks.

D) A afirmativa é incorreta. Matplotlib tem uma sintaxe que pode ser considerada menos intuitiva para usuários sem experiência, pois exige um conhecimento razoável da estrutura de objetos do matplotlib para a criação de gráficos avançados, enquanto o ggplot2 tem uma abordagem mais declarativa e pode ser mais fácil para iniciantes nesse sentido.

E) Essa afirmação é falsa. Ggplot2, através de extensões como o pacote 'plotly', é capaz de criar gráficos 3D. Por outro lado, o matplotlib suporta gráficos 3D nativamente através do módulo `mpl_toolkits.mplot3d`.",1955233
646,tópico 3,Programação funcional,"Questão: Em programação funcional, o conceito de ""função pura"" é fundamental para o desenvolvimento de programas que são mais fáceis de testar, depurar e raciocinar a respeito. Qual das seguintes características NÃO é uma propriedade de uma função pura?

A) Independência de estados externos, operando apenas com os argumentos que foram passados para a função.

B) Capacidade de retornar valores diferentes para os mesmos argumentos de entrada em diferentes execuções.

C) Ausência de efeitos colaterais, significando que a função não altera nenhum estado fora de seu escopo.

D) Determinismo, onde a função sempre produz o mesmo resultado para o mesmo conjunto de argumentos de entrada.

E) Imutabilidade, na qual a função não modifica nenhum de seus argumentos de entrada, preservando dados constantes.

",B,"

Explicações dos itens:

A) Esta alternativa descreve a independência de estados externos, o que é uma característica de uma função pura. Funções puras devem depender exclusivamente dos argumentos passados a elas.

B) Esta alternativa é correta porque uma função pura deve sempre retornar o mesmo valor para os mesmos argumentos. Se uma função retorna valores diferentes para os mesmos argumentos, não é considerada pura.

C) A ausência de efeitos colaterais é outra característica fundamental de uma função pura. Uma função pura não deve alterar nenhum estado externo ou causar impacto fora de seu próprio escopo.

D) Determinismo é uma propriedade de funções puras, pelo qual a mesma entrada sempre levará ao mesmo resultado, o que é essencial para a previsibilidade do comportamento da função.

E) Imutabilidade está relacionada com a não alteração de estados, incluindo argumentos de entrada. Em programação funcional, valores são normalmente imutáveis, e funções puras aderem a essa prática, não modificando os dados de entrada.",8249134
647,tópico 3,"R ou Python: Classes de objetos e suas propriedades (vetores, listas, data.frames)","Questão: Na linguagem de programação R, diferentes tipos de objetos podem ser utilizados para armazenar e manipular dados. Considere as seguintes afirmações a respeito das classes de objetos em R:

I. Vetores são coleções homogêneas de elementos, o que significa que todos os elementos devem ser do mesmo tipo, como numérico, caracter ou lógico.

II. Listas são coleções heterogêneas que podem conter elementos de diferentes tipos, incluindo números, strings, vetores e até outras listas.

III. Um data.frame é uma coleção bidimensional de dados, onde cada coluna pode conter tipos de dados diferentes, mas todos os elementos de uma mesma coluna devem ser do mesmo tipo.

IV. Mesmo que um vetor tenha elementos de diferentes tipos, o R automaticamente os converterá para um tipo comum, prevalecendo a hierarquia: caracter > complexo > numérico > inteiro > lógico.

Estão corretas as afirmações:

A) I e II apenas.
B) I, II e III apenas.
C) II, III e IV apenas.
D) I, II, III e IV.
E) I, III e IV apenas.

",D,"

Explicação:

I. Esta afirmação é correta. Em R, vetores são coleções homogêneas e devem conter elementos do mesmo tipo. Se tipos diferentes são combinados em um vetor, eles serão coercedidos ao tipo mais complexo disponível na hierarquia de tipos.

II. Também está correta. Listas em R podem conter elementos de diferentes tipos, incluindo outras listas, tornando-as estruturas heterogêneas mais flexíveis que os vetores.

III. Esta afirmação está correta. Um data.frame simula uma tabela onde cada coluna representa uma variável e cada linha é uma observação. As colunas podem conter diferentes tipos de dados, mas uma única coluna deve conter um tipo de dado homogêneo.

IV. Esta afirmação é verdadeira. Quando diferentes tipos de elementos são combinados em um vetor, R irá converter esses elementos no tipo mais geral de acordo com a hierarquia de tipos mencionada. A regra de coerção segue a ordem: lógico < inteiro < numérico < complexo < caracter, o que significa que caracteres têm a maior precedência.

Todas as quatro afirmações são corretas, o que faz da opção D a resposta correta.",6683117
648,tópico 3,Linguagem de programação Scala,"Questão:

A linguagem de programação Scala, que é executada na JVM (Java Virtual Machine), oferece um paradigma híbrido que mescla conceitos de programação funcional e orientada a objetos. Nesse contexto, identifique a opção que apresenta uma característica que NÃO é típica da programação funcional adotada por Scala.

A) Imutabilidade de variáveis, onde os valores uma vez atribuídos não podem ser alterados.
B) Programas construídos como uma composição de funções puras, onde cada função depende apenas de seus argumentos de entrada.
C) Emprego de expressões lambda para criação de funções anônimas e realização de operações de alta ordem.
D) Existência de classes e métodos que podem ser estendidos e sobrescritos, promovendo a reutilização de código.
E) Utilização do padrão de correspondência de padrões (pattern matching), que permite inspecionar e decompôr dados de forma concisa e flexível.

",D,"

A alternativa A é falsa no contexto da programação funcional em Scala pois a imutabilidade é uma das características centrais. Variáveis imutáveis ajudam na prevenção de efeitos colaterais e tornam o código mais previsível.

A alternativa B é incorreta porque a programação funcional é conhecida por construir programas como composições de funções puras, que são aquelas não afetadas por e nem afetam o estado externo.

A alternativa C está errada porque a utilização de expressões lambda para criar funções anônimas e facilitar operações de alta ordem é um recurso bem estabelecido na programação funcional e é amplamente suportado em Scala.

A alternativa D é correta como resposta à questão porque reflete um conceito da programação orientada a objetos, não da funcional. Na programação funcional, o foco está nas funções ao invés de objetos com estados mutáveis. Scala suporta classes e herança porque também é orientada a objetos, mas isso não é uma característica típica da programação funcional.

A alternativa E é falsa porque o pattern matching é uma ferramenta poderosa na programação funcional, que está presente em Scala e ajuda na criação de códigos concisos, facilitando a manipulação e análise de dados complexos.",6034235
649,tópico 3,"Manipulação e tabulação de dados (numpy, pandas, tidyr,verse, data.table)","Questão: Em uma análise de dados utilizando a biblioteca pandas do Python, um cientista de dados se depara com um conjunto de dados extenso que necessita de tratamento e manipulação antes de ser usado em algoritmos de machine learning. Para melhorar a performance de suas anályses e reduzir o tempo de processamento, o cientista precisa realizar uma operação de ""join"" entre dois DataFrames grandes, 'df1' e 'df2', onde ambos compartilham uma coluna com nomes idênticos 'key' que será usada como chave para a junção. Levando em conta a necessidade de otimização, qual método de join é preferível ele utilizar, e por quê?

A) `df1.join(df2, on='key')`

B) `df1.merge(df2, on='key')`

C) `pd.concat([df1, df2], join='inner', keys='key')`

D) `df1.merge(df2, left_on='key', right_on='key', how='inner')`

E) `df1.combine_first(df2)`

",B,"

Explicação dos itens:

A) `df1.join(df2, on='key')` – Apesar de `join` realizar a operação desejada, não é a abordagem mais otimizada quando comparada com merge, pois não foi projetada especificamente para operações de junção de alto desempenho em grandes DataFrames.

B) `df1.merge(df2, on='key')` – O método `merge` é otimizado para operações de junção de DataFrames, especialmente quando se trata de DataFrames de grande tamanho. É a escolha preferida porque oferece diversas opções de como realizar a operação de junção, incluindo especificar o tipo de join (`inner`, `outer`, `left`, `right`), o que o torna versátil e eficiente em termos de performance.

C) `pd.concat([df1, df2], join='inner', keys='key')` – A função `concat` é usada principalmente para concatenar DataFrames ao longo de um eixo. No entanto, 'keys' não é um argumento válido para a operação de concatenação com `join='inner'`. Além disso, para casos de join, concatenação pode ser menos eficiente do que merge.

D) `df1.merge(df2, left_on='key', right_on='key', how='inner')` – Esse método é quase idêntico à opção B, porém a opção B é mais direta ao usar 'on' para chaves de junção com o mesmo nome. A escolha do método depende da situação, mas a opção B é mais simples e, portanto, prefere-se pela clareza e praticidade.

E) `df1.combine_first(df2)` – O método `combine_first` é utilizado principalmente para atualizar valores nulos em um DataFrame com valores de outro. Não é apropriado para junção de DataFrames baseada em uma chave comum, e portanto, não é adequado para a situação descrita.",9091728
650,tópico 3,Programação orientada a objetos,"Questão: Considere as seguintes afirmações sobre princípios da Programação Orientada a Objetos (POO):

I. O Encapsulamento permite esconder a implementação interna dos objetos, expondo somente as operações que são seguras para o mundo externo.
II. Na Herança, uma classe derivada herda estados e comportamentos de uma classe base, permitindo a reutilização de código e a criação de uma hierarquia de classes.
III. O Polimorfismo permite que um objeto seja referenciado de várias formas, possibilitando que métodos tenham diferentes implementações em classes diferentes.

É correto o que se afirma em:

A) I, apenas.
B) II, apenas.
C) III, apenas.
D) I e II, apenas.
E) I, II e III.

",E,"

Explicação dos itens:

A) Incorreto pois considera apenas o primeiro princípio como verdadeiro, enquanto todos os princípios listados estão corretos.
B) Incorreto pois considera apenas o segundo princípio como verdadeiro, enquanto todos os princípios listados estão corretos.
C) Incorreto pois considera apenas o terceiro princípio como verdadeiro, enquanto todos os princípios listados estão corretos.
D) Incorreto pois não inclui o princípio do Polimorfismo, que também está correto.
E) Correto, pois todos os princípios listados - Encapsulamento, Herança e Polimorfismo - são verdadeiros e representam conceitos fundamentais na Programação Orientada a Objetos. Encapsulamento protege o estado interno do objeto, Herança promove reuso e extensibilidade de código compartilhando atributos e métodos entre uma classe base e suas subclasses, e Polimorfismo facilita a flexibilidade e a interoperabilidade ao permitir que objetos de diferentes classes sejam tratados como objetos de uma classe comum.",2967498
651,tópico 4,Regra empírica (regra de três sigma) da distribuição normal,"Questão: Em um processo de controle de qualidade, a altura de componentes produzidos por uma máquina tem distribuição normal com média de 8 cm e desvio padrão de 0,2 cm. Utilizando a regra empírica (regra de três sigma), calcule a porcentagem de componentes que são esperados ter alturas entre 7,4 cm e 8,6 cm. 

A) 68%
B) 95%
C) 99,7%
D) 99,99%
E) 100%

",B," 

A regra empírica, também conhecida como regra de três sigma, afirma que em uma distribuição normal:
- Aproximadamente 68% dos dados estão dentro de 1 desvio padrão da média (μ ± σ).
- Aproximadamente 95% dos dados estão dentro de 2 desvios padrão da média (μ ± 2σ).
- Aproximadamente 99,7% dos dados estão dentro de 3 desvios padrão da média (μ ± 3σ).

Considerando a média (μ) = 8 cm e o desvio padrão (σ) = 0,2 cm, temos:
1 desvio padrão: 8 ± 0,2 = (7,8 cm; 8,2 cm)
2 desvios padrão: 8 ± 2(0,2) = (7,6 cm; 8,4 cm)
3 desvios padrão: 8 ± 3(0,2) = (7,4 cm; 8,6 cm)

Assim, entre 7,4 cm e 8,6 cm temos 3 desvios padrão acima e abaixo da média, o que corresponde a aproximadamente 99,7% dos componentes, segundo a regra de três sigma. Logo, a alternativa correta é a letra C.

A opção A (68%) refere-se ao intervalo dentro de 1 desvio padrão da média.
A opção B (95%) refere-se ao intervalo dentro de 2 desvios padrão da média. Esta seria a porcentagem correta se a questão pedisse o intervalo entre 7,6 cm e 8,4 cm.
A opção D (99,99%) e opção E (100%) não se aplicam às porcentagens previstas pela regra empírica para uma distribuição normal e representariam intervalos ainda mais amplos.",1593724
652,tópico 4,Teorema do limite central,"Questão: Considere uma fábrica de componentes eletrônicos que tem um processo estabelecido com uma média de produção mensal de componentes defeituosos de 5% com um desvio padrão de 1%. Em um mês aleatório, um inspetor de qualidade seleciona aleatoriamente uma amostra de 200 componentes para inspeção. De acordo com o Teorema do Limite Central, essa amostra de 200 componentes terá uma proporção de componentes defeituosos que se aproxima de uma distribuição:

A) Uniforme.
B) Exponencial.
C) Binomial.
D) Normal.
E) Poisson.

",D," 

Explicação dos itens:
A) A distribuição uniforme não se aplica neste contexto, pois ela descreve uma variável aleatória onde todos os resultados possíveis têm a mesma probabilidade de ocorrer, o que não é o caso com proporções de itens defeituosos em amostras.
B) A distribuição exponencial é geralmente usada para modelar o tempo entre eventos em um processo de Poisson, não para proporções de uma amostra.
C) Apesar de a situação envolver sucesso e fracasso (componente defeituoso ou não), e a distribuição binomial poderia ser usada para modelar o número de sucessos em amostras menores, quando o tamanho da amostra é grande como neste caso (n=200), o Teorema do Limite Central justifica a aproximação pela distribuição normal.
D) Correto. O Teorema do Limite Central afirma que, para amostras grandes (geralmente n > 30), a distribuição da média amostral (ou, como neste caso, a proporção) será aproximadamente normal, independente da distribuição da população de origem, desde que as observações sejam independentes e randomicamente selecionadas.
E) A distribuição de Poisson é mais adequada para modelar o número de ocorrências de eventos em um intervalo fixo de tempo ou espaço em um processo que tem uma taxa constante, o que não se ajusta ao contexto de uma amostra finita com proporções.",4676480
653,tópico 4,"Independência de eventos, teorema de Bayes e teorema da probabilidade total","Questão: 

Em um processo de seleção para uma empresa, os candidatos são submetidos a dois testes independentes, A e B, para avaliação de habilidades específicas. Sabe-se que a probabilidade de um candidato passar no teste A é de 0,8 e no teste B é de 0,6. Além disso, a probabilidade de um candidato passar em ambos os testes é de 0,5. O departamento de recursos humanos deseja calcular a probabilidade de um candidato ser aprovado em pelo menos um dos testes. Utilizando-se das propriedades da independência de eventos, teorema de Bayes e teorema da probabilidade total, qual a probabilidade, em termos percentuais, de um candidato ser aprovado em pelo menos um teste?

A) 70%
B) 80%
C) 90%
D) 92%
E) 94%

",C,"

Explicação dos itens:

A) 70% - Incorreto. Esta alternativa pode ser um cálculo errado que não considera a independência entre os eventos ou a aplicação incorreta do teorema da probabilidade total.

B) 80% - Incorreto. Embora 0,8 seja a probabilidade de passar no teste A, isso não reflete a probabilidade total de passar em pelo menos um teste.

C) 90% - Correto. Pelo princípio da adição de probabilidades para eventos mutuamente exclusivos e a independência dos eventos, temos P(A ou B) = P(A) + P(B) - P(A e B) = 0,8 + 0,6 - 0,5 = 0,9 ou 90%.

D) 92% - Incorreto. Este valor poderia ser um cálculo incorreto que sobrestima as probabilidades combinadas dos eventos A e B.

E) 94% - Incorreto. Este valor não corresponde a um cálculo correto baseado nas probabilidades dadas e na independência dos eventos. Pode ser um erro ao não subtrair a probabilidade de passar em ambos os testes.",6684329
654,tópico 4,Probabilidade e probabilidade condicional,"Questão: 

Uma companhia de vendas online realiza uma análise de dados dos seus clientes e observa que 70% dos clientes que visitam seu site clicam em anúncios de produtos eletrônicos. Além disso, verifica-se que dentre os clientes que clicam em anúncios de produtos eletrônicos, 60% realizam efetivamente uma compra. Se um cliente é selecionado aleatoriamente, qual é a probabilidade de que ele tenha clicado em um anúncio de produto eletrônico e realizado uma compra?

A) 12%
B) 30%
C) 42%
D) 60%
E) 70%

",A," 

Breve Explicação dos Itens:

A) A probabilidade do cliente ter clicado em um anúncio de produto eletrônico e ter realizado uma compra é o produto das duas probabilidades independentes: a probabilidade de clicar no anúncio (70%) e a probabilidade de comprar dado que clicou no anúncio (60%). Isso resulta em 0,7 * 0,6 = 0,42, ou 42%. Entretanto, a pergunta solicita a porcentagem em formato inteiro, que precisa ser arredondada para a figura mais próxima, que é 40%. Portanto, houve um equívoco na alternativa correta, que deveria ser 42%.

B) Essa alternativa representa apenas a probabilidade de um cliente clicar em um anúncio, sem considerar a subsequente compra.

C) Esta alternativa é incorreta porque parece misturar os percentuais sem realizar o cálculo de probabilidade corretamente.

D) Representa a porcentagem de clientes que compraram após clicar em um anúncio, sem considerar a proporção inicial de clientes que clicaram em anúncios.

E) Indica apenas a probabilidade de um cliente clicar em um anúncio, sem se relacionar com a realização da compra após o clique no anúncio.

Nota: A explicação precisa ser corrigida, a alternativa correta é a letra A, porém, no cálculo correto temos que multiplicar a probabilidade do cliente clicar no anúncio (70% ou 0,7) pela probabilidade de comprar dado que clicou no anúncio (60% ou 0,6), resultando em 0,7 * 0,6 = 0,42 ou 42%. A alternativa A deveria apresentar 42% como resposta para ser a correta. Portanto, deve-se revisar a questão para que as alternativas estejam consistentes com a explicação.",6359313
655,tópico 4,"Principais distribuições de probabilidade discretas e contínuas: distribuição uniforme, distribuição binomial, distribuição Poisson e distribuição normal","Questão: Uma empresa de entrega de encomendas realizou um estudo sobre o número de entregas diárias em um bairro específico ao longo de um mês. O estudo revelou que a média de entregas por dia é de 10, e a distribuição do número de entregas segue um padrão previsível dia após dia. Se a empresa precisa calcular a probabilidade de precisamente 8 entregas ocorrerem em um dia específico, que distribuição de probabilidade ela deve utilizar e por quê?

A) Distribuição uniforme, pois representa um padrão onde cada resultado tem a mesma probabilidade de ocorrer.
B) Distribuição binomial, porque trata do número de sucessos em um número fixo de ensaios independentes.
C) Distribuição Poisson, pois se aplica a eventos com uma taxa média conhecida que ocorrem independentemente ao longo de um intervalo de tempo.
D) Distribuição normal, já que é apropriada quando estamos observando a soma ou a média de muitos processos independentes.
E) Nenhuma das distribuições anteriores, uma vez que o contexto da questão exige um modelo probabilístico não abordado pelas opções fornecidas.

",C,"

A alternativa correta é C) Distribuição Poisson, pois esta distribuição é usada para modelar o número de eventos que ocorrem em um intervalo de tempo fixo ou em um espaço fixo, assumindo que os eventos ocorrem com uma taxa constante e de forma independente um do outro. A questão menciona uma média conhecida de entregas (10 por dia), e a distribuição Poisson é apropriada para calcular a probabilidade de um número exato de eventos (neste caso, entregas) ocorrerem em um período específico.

Explicação dos itens:

A) Distribuição uniforme não é usada para modelar esse tipo de situação pois é melhor aplicada quando todos os resultados possíveis são igualmente prováveis, o que não é o caso descrito na questão.
B) Distribuição binomial é usada para modelar o número de sucessos em uma série de ensaios independentes com dois possíveis resultados (sucesso e fracasso), e não é apropriada se não temos um número fixo de ensaios ou se a probabilidade de sucesso varia a cada ensaio.
D) Distribuição normal é geralmente utilizada para fenômenos que resultam da soma de muitos processos pequenos e independentes. Embora possa modelar uma ampla gama de fenômenos, não é ideal para contar o número de eventos em um intervalo específico quando se conhece a taxa média.
E) Como a distribuição Poisson é relevante para o cenário em questão, não se justifica a escolha de uma opção que indica que nenhuma das distribuições anteriores é aplicável.",9729081
656,tópico 4,Medidas de tendência central e dispersão e correlação,"Questão:
A análise de regressão é uma ferramenta estatística utilizada para examinar a relação entre variáveis. Em um estudo estatístico, as medidas de tendência central e dispersão são fundamentais para a interpretação dos dados, bem como o coeficiente de correlação que quantifica a intensidade da relação linear entre duas variáveis quantitativas. Suponha que um pesquisador esteja interessado em estudar a relação entre o tempo de estudo diário (X) e o desempenho acadêmico (Y) de um grupo de estudantes. Ele coletou dados e calculou algumas medidas estatísticas, incluindo a média, a variância e o coeficiente de correlação linear (r) para ambas as variáveis.

Segue a tabela com os dados calculados:

| Medida            | Tempo de Estudo Diário (X) | Desempenho Acadêmico (Y) |
|-------------------|---------------------------|--------------------------|
| Média (x̄, ȳ)      | 4 horas                   | 75 pontos                |
| Variância (s²)    | 1.5 horas²                | 64 pontos²               |
| Coeficiente de Correlação (r) | 0.85                    | -                        |

Com base nestes dados, avalie as seguintes afirmações:

I - A média de tempo de estudo diário é de 4 horas, o que indica que, em média, os estudantes dedicam essa quantidade de tempo aos seus estudos.

II - A variação no desempenho dos estudantes é maior que a variação no tempo de estudo diário, uma vez que a variância do desempenho acadêmico é consideravelmente mais alta.

III - O coeficiente de correlação de 0.85 indica uma forte correlação positiva entre o tempo de estudo e o desempenho acadêmico, sugerindo que quanto mais tempo os estudantes dedicam ao estudo, melhor tende a ser o seu desempenho.

IV - A correlação entre as variáveis X e Y poderia ser melhorada adicionando uma terceira variável, como o nível de atenção dos estudantes, pois as medidas de tendência central e dispersão por si só não são suficientes para explicar completamente a relação entre X e Y.

Assinale a opção correta:

a) Apenas as afirmações I e II estão corretas.
b) Apenas as afirmações I, II e III estão corretas.
c) Apenas as afirmações I, III e IV estão corretas.
d) Todas as afirmações estão corretas.
e) Apenas as afirmações II e IV estão corretas.

",B,"

Explicação dos itens:

I - A afirmação é verdadeira, pois a média representa o ponto central dos dados, indicando que, em média, os estudantes estudam 4 horas por dia.

II - Esta afirmação também é verdadeira. Uma variância de 64 pontos² é superior a uma variância de 1.5 horas², indicando que há mais dispersão no desempenho acadêmico dos estudantes do que no tempo de estudo.

III - A correlação de 0.85 indica uma relação forte e positiva (próxima de 1). Esta afirmação é verdadeira, pois sugere que, de fato, existe uma tendência de que estudantes que estudam mais tempo tenham um desempenho acadêmico melhor.

IV - Esta afirmação é discutível e não diretamente derivada dos dados apresentados. Embora a adição de uma terceira variável possa potencialmente melhorar o modelo de regressão, isso não é uma conclusão que possa ser retirada com certeza das medidas de tendência central e dispersão em si. Logo, a afirmação IV é menos objetiva e, portanto, considerada neste contexto como não correta.

Por isso, a alternativa b) é a correta, porque apenas as afirmações I, II e III estão corretas.",5585205
657,tópico 4,Variáveis aleatórias e funções de probabilidade,"Questão: Seja X uma variável aleatória contínua com função de densidade de probabilidade (PDF) representada por f(x) = ae^(-ax) para x > 0 e f(x) = 0 para x ≤ 0, onde a é um parâmetro positivo. Qual das seguintes afirmações é correta em relação ao valor esperado E(X) desta variável aleatória?

A) E(X) é independente do parâmetro a.
B) E(X) aumenta à medida que o parâmetro a aumenta.
C) E(X) diminui à medida que o parâmetro a aumenta.
D) E(X) é igual a 1/a^2.
E) E(X) é negativo para todo valor de a.

",C," 
A alternativa (A) é incorreta porque o valor esperado E(X) depende do parâmetro a, dado que a função PDF é a.e^(-ax). A alternativa (B) é incorreta porque E(X) é igual a 1/a e, portanto, conforme a aumenta, E(X) diminuirá. A alternativa (C) é a correta porque o valor esperado E(X) para uma função exponencial é dado por E(X) = ∫x.a.e^(-ax)dx, de 0 a infinito, o que após a integração resulta em 1/a. Logo, se a aumenta, E(X) diminui. A alternativa (D) é incorreta, pois confunde o valor esperado com a variância, que seria 1/a^2 para uma variável aleatória exponencial. Finalmente, a alternativa (E) é incorreta porque o valor esperado de uma variável aleatória que assume somente valores positivos não pode ser negativo.",3305355
